Main ID,Incident ID,Incident Type,Region of Incident,Incident Date,Incident Year,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,Coordinates,UNSD Geographical Grouping,Information Source,URL,Source Quality,latitude,longitude,weather_data,date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunrise,sunset,daylight_duration,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
2018.MMP00015,2018.MMP00015,Incident,Mediterranean,2018-01-07,2018,January,2.0,10.0,12,270.0,2.0,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Off the coast of Garabuli, Libya","32.9830023, 13.7688521",Uncategorized,IOM Libya,http://bit.ly/2Enoaxc,4,32.9830023,13.7688521,"                       date  weather_code  temperature_2m_max  \
0 2018-01-07 00:00:00+00:00           1.0                19.9   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                16.9                18.35        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36302.109375                0.0           36.367126   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               49.32                   138.804138  ",2018-01-07 00:00:00+00:00,1.0,19.9,16.9,18.35,0,0,36302.11,0.0,36.367126,49.32,138.80414
2018.MMP00018,2018.MMP00018,Incident,Mediterranean,2018-01-09,2018,January,,100.0,100,279.0,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Off the coast of Al Khums, Libya","33.4612462, 14.6304477",Uncategorized,"IOM Libya, Reuters, AFP, Libyan Navy",http://bit.ly/2FnDv26,4,33.4612462,14.6304477,"                       date  weather_code  temperature_2m_max  \
0 2018-01-09 00:00:00+00:00           3.0                19.1   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               17.75            18.224998        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0            36286.0                0.0            39.76656   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               51.48                   154.553894  ",2018-01-09 00:00:00+00:00,3.0,19.1,17.75,18.224998,0,0,36286.0,0.0,39.76656,51.48,154.5539
2018.MMP00019,2018.MMP00019,Incident,Mediterranean,2018-01-09,2018,January,3.0,8.0,11,43.0,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,Unspecified location between Morocco and Spain,"35.8910058, -5.6593323",Uncategorized,Caminando Fronteras,http://bit.ly/2Fm9Beh,4,35.8910058,-5.6593323,"                       date  weather_code  temperature_2m_max  \
0 2018-01-09 00:00:00+00:00          55.0                14.7   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                11.5            13.133334        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       35568.816406                8.8           42.853615   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           57.959999                   203.901291  ",2018-01-09 00:00:00+00:00,55.0,14.7,11.5,13.133334,0,0,35568.816,8.8,42.853615,57.96,203.90129
2018.MMP00026,2018.MMP00026,Incident,Mediterranean,2018-01-12,2018,January,1.0,,1,,,1.0,,Unknown,Unknown,Drowning,Algeria,Western Mediterranean,"Beach in Zemmouri El Bahri, 16 kms east of Boumerdès, Algeria","36.8012722, 3.5686162",Uncategorized,El Watan,http://bit.ly/2FArw0Z,1,36.8012722,3.5686162,"                       date  weather_code  temperature_2m_max  \
0 2018-01-12 00:00:00+00:00          63.0             13.6025   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              8.7525             10.65875        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       35492.203125          22.799999           20.617662   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               47.16                   264.863708  ",2018-01-12 00:00:00+00:00,63.0,13.6025,8.7525,10.65875,0,0,35492.203,22.8,20.617662,47.16,264.8637
2018.MMP00028,2018.MMP00028,Incident,Mediterranean,2018-01-13,2018,January,1.0,,1,,,1.0,,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Off the coast of Mostaganem, Algeria","36.0586544, 0.0618605",Uncategorized,ObservAlgerie,http://bit.ly/2B25ssT,1,36.0586544,0.0618605,"                       date  weather_code  temperature_2m_max  \
0 2018-01-13 00:00:00+00:00          51.0           15.829499   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              7.3795            10.929501        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        35793.40625                0.2           18.089775   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           39.599998                   159.405197  ",2018-01-13 00:00:00+00:00,51.0,15.829499,7.3795,10.929501,0,0,35793.406,0.2,18.089775,39.6,159.4052
2018.MMP00041,2018.MMP00041,Incident,Mediterranean,2018-01-16,2018,January,3.0,,3,,,3.0,2.0,Eritrea,Eastern Africa,Mixed or unknown,Libya,Central Mediterranean,Unspecified location off the coast of Libya,"33.4160932, 13.213311",Uncategorized,"IOM Italy, Proactiva Open Arms",http://tmsnrt.rs/2rhg33h,4,33.4160932,13.213311,"                       date  weather_code  temperature_2m_max  \
0 2018-01-16 00:00:00+00:00           0.0           16.700001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                15.8            16.110418        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36731.589844                0.0           17.208603   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               22.68                   285.814117  ",2018-01-16 00:00:00+00:00,0.0,16.7,15.8,16.110418,0,0,36731.59,0.0,17.208603,22.68,285.81412
2018.MMP00042,2018.MMP00042,Incident,Mediterranean,2018-01-16,2018,January,2.0,,2,17.0,1.0,1.0,,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"8 nautical miles off Cap Falcon, Aïn El Turk, wilaya of Oran, Algeria","35.852954, -0.8147553",Uncategorized,"ObservAlgerie, Algerie Monde Infos",http://bit.ly/2FNqXRt,3,35.852954,-0.8147553,"                       date  weather_code  temperature_2m_max  \
0 2018-01-16 00:00:00+00:00           1.0               14.85   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               13.55            14.008334        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36060.800781                0.0           24.640942   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           32.760002                   244.738953  ",2018-01-16 00:00:00+00:00,1.0,14.85,13.55,14.008334,0,0,36060.8,0.0,24.640942,32.760002,244.73895
2018.MMP00058,2018.MMP00058,Incident,Mediterranean,2018-01-20,2018,January,2.0,,2,34.0,,,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"10 miles west of Alboran Island, Spain","35.9405764, -3.1212015",Uncategorized,"Salvamento Marítimo, Caminando Fronteras, eldiario.es, Público",http://bit.ly/2DX0hx7,5,35.9405764,-3.1212015,"                       date  weather_code  temperature_2m_max  \
0 2018-01-20 00:00:00+00:00           0.0           16.799999   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                15.2            15.762498        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        36374.28125                0.0           34.875435   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           43.560001                   273.016205  ",2018-01-20 00:00:00+00:00,0.0,16.8,15.2,15.762498,0,0,36374.28,0.0,34.875435,43.56,273.0162
2018.MMP00064,2018.MMP00064,Incident,Mediterranean,2018-01-21,2018,January,1.0,,1,,,1.0,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Body washed up in Qarapoli, Libya","32.7912611, 13.7360765",Uncategorized,IOM Libya,,4,32.7912611,13.7360765,"                       date  weather_code  temperature_2m_max  \
0 2018-01-21 00:00:00+00:00           3.0              16.952   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              14.202            15.222835        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       37268.632812                0.0           37.393242   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           65.159996                   292.653259  ",2018-01-21 00:00:00+00:00,3.0,16.952,14.202,15.222835,0,0,37268.633,0.0,37.39324,65.159996,292.65326
2018.MMP00075,2018.MMP00075,Incident,Mediterranean,2018-01-23,2018,January,3.0,,3,57.0,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Off the coast of Nador, Morocco","35.3592363, -2.6446857",Uncategorized,"Caminando Fronteras, EFE",http://bit.ly/2BpaHD2,4,35.3592363,-2.6446857,"                       date  weather_code  temperature_2m_max  \
0 2018-01-23 00:00:00+00:00           0.0           16.049999   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               14.05              15.1125        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36805.316406                0.0           14.693999   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           20.519999                   250.775314  ",2018-01-23 00:00:00+00:00,0.0,16.05,14.05,15.1125,0,0,36805.316,0.0,14.693999,20.519999,250.77531
2018.MMP00076,2018.MMP00076,Incident,Mediterranean,2018-01-23,2018,January,,1.0,1,11.0,1.0,,1.0,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Off the coast of Aïn El Turk, Oran, Algeria","35.8057743, -0.8035854",Uncategorized,"Le Quotidien, Radio Algérienne, Algerie Presse Service",http://bit.ly/2DyQaO8,3,35.8057743,-0.8035854,"                       date  weather_code  temperature_2m_max  \
0 2018-01-23 00:00:00+00:00           0.0               15.95   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                13.7            15.408336        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36679.464844                0.0           19.107151   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           25.199999                   245.308426  ",2018-01-23 00:00:00+00:00,0.0,15.95,13.7,15.408336,0,0,36679.465,0.0,19.107151,25.199999,245.30843
2018.MMP00088,2018.MMP00088,Incident,Mediterranean,2018-01-26,2018,January,2.0,,2,,1.0,1.0,,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Unspecified location off the coast of Mostaganem and Abdelmalek Ramdan, Algeria","36.2807903, 0.0947116",Uncategorized,IOM Algeria,,4,36.2807903,0.0947116,"                       date  weather_code  temperature_2m_max  \
0 2018-01-26 00:00:00+00:00          61.0                15.2   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               11.75            13.604167        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36842.316406           9.799999           51.398113   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           70.199997                   251.879929  ",2018-01-26 00:00:00+00:00,61.0,15.2,11.75,13.604167,0,0,36842.316,9.799999,51.398113,70.2,251.87993
2018.MMP00095,2018.MMP00095101,Split Incident,Mediterranean,2018-01-27,2018,January,2.0,32.0,34,96.0,2.0,,3.0,"Cameroon,Unknown",Unknown,Drowning,Libya,Central Mediterranean,Unspecified location between North Africa and Italy,"34.7509219, 13.5351563",Uncategorized,"SOS Méditerranée, IOM Italy",http://bit.ly/2DVF9dk,4,34.7509219,13.5351563,"                       date  weather_code  temperature_2m_max  \
0 2018-01-27 00:00:00+00:00          51.0                16.4   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                15.6            15.835416        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       37316.449219                0.1           34.726475   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           45.360001                   157.670273  ",2018-01-27 00:00:00+00:00,51.0,16.4,15.6,15.835416,0,0,37316.45,0.1,34.726475,45.36,157.67027
2018.MMP00095,2018.MMP00095102,Split Incident,Mediterranean,2018-01-28,2018,January,1.0,,1,,1.0,,,"Cameroon,Unknown",Middle Africa,Mixed or unknown,Tunisia,Central Mediterranean,"University Hospital Habib Bourguiba in Sfax, Tunisia, after being evacuated from Sos Méditerranée's Aquarius ship","34.7509219, 13.5351563",Uncategorized,"Agence Tunis Afrique Presse, Mosaique FM, La Reppublica, IOM Tunisia",http://bit.ly/2EncKL1,3,34.7509219,13.5351563,"                       date  weather_code  temperature_2m_max  \
0 2018-01-28 00:00:00+00:00          51.0               15.95   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                15.3            15.727081        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       37414.683594                0.2           26.242987   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           35.279999                   111.902786  ",2018-01-28 00:00:00+00:00,51.0,15.95,15.3,15.727081,0,0,37414.684,0.2,26.242987,35.28,111.90279
2018.MMP00118,2018.MMP00118,Incident,Mediterranean,2018-02-01,2018,February,1.0,,1,,,1.0,,Morocco,Northern Africa,Drowning,Greece,Eastern Mediterranean,"Port of Mytilini, Lesvos, when trying to board a ferry bound for the Greek mainland","39.103075, 26.5656861",Uncategorized,"MSF, Era Aegean",https://bit.ly/2Lq5uA1,4,39.103075,26.5656861,"                       date  weather_code  temperature_2m_max  \
0 2018-02-01 00:00:00+00:00           3.0             15.7045   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              6.6545            12.150333        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       36829.722656                0.0           18.719999   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           47.519997                   181.582321  ",2018-02-01 00:00:00+00:00,3.0,15.7045,6.6545,12.150333,0,0,36829.723,0.0,18.72,47.519997,181.58232
2018.MMP00119,2018.MMP00119126,Split Incident,Mediterranean,2018-02-01,2018,February,,68.0,68,3.0,,,,"Libya,Pakistan,Unknown",Mixed,Drowning,Libya,Central Mediterranean,"Off the coast of Zuwara, Libya","33.2456355, 12.2478292",Uncategorized,IOM Libya,http://bit.ly/2s2eZ3B,4,33.2456355,12.2478292,"                       date  weather_code  temperature_2m_max  \
0 2018-02-01 00:00:00+00:00          53.0                18.4   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               14.45            16.158333        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38154.671875                0.8           27.238941   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0                36.0                   188.825424  ",2018-02-01 00:00:00+00:00,53.0,18.4,14.45,16.158333,0,0,38154.67,0.8,27.238941,36.0,188.82542
2018.MMP00119,2018.MMP00119127,Split Incident,Mediterranean,2018-02-01,2018,February,1.0,,1,,,,,"Libya,Pakistan,Unknown",Northern Africa,Drowning,Libya,Central Mediterranean,"Off the coast of Zuwara, Libya","33.2456355, 12.2478292",Uncategorized,IOM Libya,,4,33.2456355,12.2478292,"                       date  weather_code  temperature_2m_max  \
0 2018-02-01 00:00:00+00:00          53.0                18.4   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               14.45            16.158333        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38154.671875                0.8           27.238941   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0                36.0                   188.825424  ",2018-02-01 00:00:00+00:00,53.0,18.4,14.45,16.158333,0,0,38154.67,0.8,27.238941,36.0,188.82542
2018.MMP00119,2018.MMP00119128,Split Incident,Mediterranean,2018-02-01,2018,February,13.0,18.0,31,,1.0,1.0,2.0,"Libya,Pakistan,Unknown",Southern Asia,Drowning,Libya,Central Mediterranean,"Off the coast of Zuwara, Libya","33.2456355, 12.2478292",Uncategorized,"IOM Libya, Dawn News",http://bit.ly/2nEMkNq,5,33.2456355,12.2478292,"                       date  weather_code  temperature_2m_max  \
0 2018-02-01 00:00:00+00:00          53.0                18.4   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               14.45            16.158333        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38154.671875                0.8           27.238941   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0                36.0                   188.825424  ",2018-02-01 00:00:00+00:00,53.0,18.4,14.45,16.158333,0,0,38154.67,0.8,27.238941,36.0,188.82542
2018.MMP00127,2018.MMP00127,Incident,Mediterranean,2018-02-03,2018,February,21.0,26.0,47,1.0,8.0,31.0,5.0,"Côte d'Ivoire,Guinea,Mali",Western Africa,Drowning,Spain,Western Mediterranean,"Near Cabo Tres Forcas, 4 miles off the coast of Melilla, Spain","35.5831866, -2.795275",Uncategorized,"Caminando Fronteras, El Diario",http://bit.ly/2s649d3,3,35.5831866,-2.795275,"                       date  weather_code  temperature_2m_max  \
0 2018-02-03 00:00:00+00:00           1.0               13.75   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               12.65            13.072917        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       37866.277344                0.0           37.064266   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           50.039997                   274.650726  ",2018-02-03 00:00:00+00:00,1.0,13.75,12.65,13.072917,0,0,37866.277,0.0,37.064266,50.039997,274.65073
2018.MMP00146,2018.MMP00146,Incident,Mediterranean,2018-02-08,2018,February,1.0,,1,,,,,Unknown,Northern Africa,Drowning,Algeria,Western Mediterranean,"Off Kaf Lasfer beach, between Sidi Lakhdar and Hadjadj, 36 km east of Mostaganem, Algeria","36.18577519, 0.259513731",Uncategorized,"El Watan, Réflexion",http://bit.ly/2G70iP1,3,36.18577519,0.259513731,"                       date  weather_code  temperature_2m_max  \
0 2018-02-08 00:00:00+00:00          51.0                13.2   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                 6.0             9.454167        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38337.546875                0.4           19.799999   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           43.199997                    72.479729  ",2018-02-08 00:00:00+00:00,51.0,13.2,6.0,9.454167,0,0,38337.547,0.4,19.8,43.199997,72.47973
2018.MMP00148,2018.MMP00148,Incident,Mediterranean,2018-02-09,2018,February,3.0,,3,32.0,,3.0,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,Western Mediterranean,27 miles southeast of Alboran Island in the Alboran Sea between Morocco and Spain,"35.74632019, -3.214241932",Uncategorized,"Salvamento Marítimo, Caminando Fronteras",http://bit.ly/2nO1eB3,5,35.74632019,-3.214241932,"                       date  weather_code  temperature_2m_max  \
0 2018-02-09 00:00:00+00:00          61.0               13.65   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               10.75            12.316669        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38537.191406                3.3           39.162308   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           53.279999                   292.744781  ",2018-02-09 00:00:00+00:00,61.0,13.65,10.75,12.3166685,0,0,38537.19,3.2999997,39.162308,53.28,292.74478
2018.MMP00149,2018.MMP00149,Incident,Mediterranean,2018-02-09,2018,February,7.0,,7,,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Bodies retrieved in Zuwara, Libya","32.93844311, 12.08715414",Uncategorized,IOM Libya,,4,32.93844311,12.08715414,"                       date  weather_code  temperature_2m_max  \
0 2018-02-09 00:00:00+00:00          61.0           17.025999   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              10.276            13.176003        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       39042.132812           6.400001           52.274429   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           90.720001                   220.478256  ",2018-02-09 00:00:00+00:00,61.0,17.026,10.276,13.1760025,0,0,39042.133,6.4000006,52.27443,90.72,220.47826
2018.MMP00151,2018.MMP00151,Incident,Mediterranean,2018-02-10,2018,February,1.0,,1,,,1.0,,Unknown,Unknown,Drowning,Algeria,Western Mediterranean,"Zeralda beach, near Algiers, Algeria","36.72984347, 2.792090734",Uncategorized,"IOM Algeria, Alg24",http://bit.ly/2svyDFp,1,36.72984347,2.792090734,"                       date  weather_code  temperature_2m_max  \
0 2018-02-10 00:00:00+00:00          73.0             11.0595   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              4.3595             7.301166        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38475.976562               21.6           27.362366   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           57.959999                   316.888153  ",2018-02-10 00:00:00+00:00,73.0,11.0595,4.3595,7.301166,0,0,38475.977,21.6,27.362366,57.96,316.88815
2018.MMP00153,2018.MMP00153,Incident,Mediterranean,2018-02-11,2018,February,,5.0,5,29.0,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"22 miles off Cabo Tres Forcas, Nador, Morocco","35.58515367, -2.957796002",Uncategorized,"Caminando Fronteras, Europa Press",http://bit.ly/2BRJtJO,4,35.58515367,-2.957796002,"                       date  weather_code  temperature_2m_max  \
0 2018-02-11 00:00:00+00:00           1.0               14.85   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               13.15            13.960416        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0          38801.375                0.0           37.212578   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           50.039997                   245.592712  ",2018-02-11 00:00:00+00:00,1.0,14.85,13.15,13.960416,0,0,38801.375,0.0,37.212578,50.039997,245.59271
2018.MMP00154,2018.MMP00154,Incident,Mediterranean,2018-02-11,2018,February,1.0,,1,,,,,Unknown,Northern Africa,Drowning,Algeria,Western Mediterranean,"Off Bahara beach, Ouled Boughalem, 90km east of Mostaganem, Algeria","36.42429169, 0.620750723",Uncategorized,"El Watan, Algérie Presse Service",http://bit.ly/2Hba3gr,3,36.42429169,0.620750723,"                       date  weather_code  temperature_2m_max  \
0 2018-02-11 00:00:00+00:00           2.0               14.35   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                10.4            12.641667        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        38651.21875                0.0           40.464382   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           54.719997                   237.670303  ",2018-02-11 00:00:00+00:00,2.0,14.35,10.4,12.641667,0,0,38651.22,0.0,40.464382,54.719997,237.6703
2018.MMP00158,2018.MMP00158,Incident,Mediterranean,2018-02-12,2018,February,1.0,,1,,1.0,,1.0,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","35.9497662, -5.309639688",Uncategorized,Caminando Fronteras,http://bit.ly/2BRJtJO,4,35.9497662,-5.309639688,"                       date  weather_code  temperature_2m_max  \
0 2018-02-12 00:00:00+00:00          51.0               14.95   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                13.7              14.3125        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38860.398438                0.3           40.039379   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           55.079998                   266.744659  ",2018-02-12 00:00:00+00:00,51.0,14.95,13.7,14.3125,0,0,38860.4,0.3,40.03938,55.079998,266.74466
2018.MMP00159,2018.MMP00159,Incident,Mediterranean,2018-02-12,2018,February,1.0,,1,,,1.0,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"Near Port of Cabopino, Málaga, Spain","36.48042097, -4.740933307",Uncategorized,"Málaga Hoy, La Vanguardia, Onda Local",http://bit.ly/2GfDtJa,3,36.48042097,-4.740933307,"                       date  weather_code  temperature_2m_max  \
0 2018-02-12 00:00:00+00:00          51.0               15.15   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                11.8            13.495834        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38774.691406                0.2           38.901661   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               51.48                   270.699249  ",2018-02-12 00:00:00+00:00,51.0,15.15,11.8,13.495834,0,0,38774.69,0.2,38.90166,51.48,270.69925
2018.MMP00165,2018.MMP00165,Incident,Mediterranean,2018-02-13,2018,February,1.0,,1,,,1.0,,Unknown,Unknown,Drowning,Algeria,Western Mediterranean,"Sidi Mejdoub beach, west of Mostaganem, Algeria","35.97121609, 0.070161184",Uncategorized,"IOM Algeria, Alg24",http://bit.ly/2HdAYbv,1,35.97121609,0.070161184,"                       date  weather_code  temperature_2m_max  \
0 2018-02-13 00:00:00+00:00          51.0             15.6605   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              8.7105            11.981332        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       38982.011719                0.3           25.264202   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           50.039997                   230.924606  ",2018-02-13 00:00:00+00:00,51.0,15.6605,8.7105,11.981332,0,0,38982.01,0.3,25.264202,50.039997,230.9246
2018.MMP00174,2018.MMP00174,Incident,Mediterranean,2018-02-14,2018,February,2.0,,2,,,2.0,,Unknown,Sub-Saharan Africa,Drowning,Algeria,Western Mediterranean,"Plage de Sassel (Ouled Boudjemaa) and Sbiat (Messaid), Ain Témouchent, Algeria","35.49472854, -1.244925427",Uncategorized,"Radio Algérienne, Le Quotidien d'Oran, Réflexion",http://bit.ly/2FbHnDr,3,35.49472854,-1.244925427,"                       date  weather_code  temperature_2m_max  \
0 2018-02-14 00:00:00+00:00           1.0              15.135   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              10.485            12.691249        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       39185.261719                0.0           22.206486   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               51.48                   241.671432  ",2018-02-14 00:00:00+00:00,1.0,15.135,10.485,12.691249,0,0,39185.26,0.0,22.206486,51.48,241.67143
2018.MMP00178,2018.MMP00178,Incident,Mediterranean,2018-02-15,2018,February,11.0,,11,,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Bodies retrieved in Zuwara, Libya","32.94074816, 12.08166097",Uncategorized,IOM Libya,,4,32.94074816,12.08166097,"                       date  weather_code  temperature_2m_max  \
0 2018-02-15 00:00:00+00:00           1.0           16.075998   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               9.976            13.125999        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       39693.679688                0.0           19.878391   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           34.560001                   318.153381  ",2018-02-15 00:00:00+00:00,1.0,16.075998,9.976,13.125999,0,0,39693.68,0.0,19.878391,34.56,318.15338
2018.MMP00179,2018.MMP00179,Incident,Mediterranean,2018-02-15,2018,February,1.0,,1,,,1.0,,Unknown,Unknown,Drowning,Algeria,Western Mediterranean,"Plage Bouzedjar, Ain Témouchent, Algeria","35.57982925, -1.163521321",Uncategorized,"Algérie Presse Service, Le Quotidien d'Oran, Réflexion",http://bit.ly/2BCdBrK,3,35.57982925,-1.163521321,"                       date  weather_code  temperature_2m_max  \
0 2018-02-15 00:00:00+00:00           0.0           17.665501   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              9.8155            13.148833        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       39285.546875                0.0           12.229406   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           27.719999                   217.455139  ",2018-02-15 00:00:00+00:00,0.0,17.6655,9.8155,13.148833,0,0,39285.547,0.0,12.229406,27.72,217.45514
2018.MMP00182,2018.MMP00182,Incident,Mediterranean,2018-02-15,2018,February,2.0,,2,,,2.0,,Unknown,Unknown,Drowning,Algeria,Western Mediterranean,"Plage des Andalouses, Bousfer, west of Oran, Algeria","35.7174625, -0.893899332",Uncategorized,"El Watan, Réflexion",http://bit.ly/2FfCRUG,3,35.7174625,-0.893899332,"                       date  weather_code  temperature_2m_max  \
0 2018-02-15 00:00:00+00:00           0.0           17.023001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              10.123            13.450081        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       39263.335938                0.0            17.10284   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0                36.0                   231.943497  ",2018-02-15 00:00:00+00:00,0.0,17.023,10.123,13.450081,0,0,39263.336,0.0,17.10284,36.0,231.9435
